client_id,sector,total_assets,current_assets,cash,total_debt,current_liabilities,revenue,ebitda,net_income,interest_expense
CORP-0427,Manufacturing,19737053.44,6299612.5,889070.34,2158557.05,3351113.33,12739638.6,2856300.88,1283639.87,143604.86
CORP-0428,Real Estate,20523868.47,10557605.9,2761265.74,14463110.98,12970626.8,19826844.29,3326561.17,381015.45,706921.09
CORP-0429,Manufacturing,9795118.7,4488022.89,645228.57,5201518.67,2534095.95,9599997.17,1289731.77,405381.8,285270.28
CORP-0430,Technology,229078831.17,130634578.64,34737217.58,110464426.5,87268306.43,203936298.68,30583219.39,8789452.22,6829122.49
CORP-0431,Technology,11480227.49,4521874.31,1332219.07,6145696.16,2456510.22,11901537.29,1041141.88,389768.05,322699.64
CORP-0432,Healthcare,19917211.24,9405875.12,2041627.87,6138124.05,5040804.76,11241111.23,2025937.89,701370.02,429891.36
CORP-0433,Energy,19415703.09,8741465.65,2181550.44,10072066.21,5727174.33,22006628.14,4271853.0,2049568.34,886704.4
CORP-0434,Technology,97457249.87,43550552.83,15795612.02,20005095.44,34573036.58,107655929.29,13714879.15,2935893.75,973958.63
CORP-0435,Technology,29652302.06,12953063.14,1717173.89,10197630.57,7148969.06,28084418.79,3552619.79,1437209.31,357152.84
CORP-0436,Healthcare,138688653.05,50162138.41,16930718.33,22438902.51,33986611.64,160373980.58,26188094.59,11937414.54,673167.08
CORP-0437,Technology,20307673.46,10696315.14,1617564.86,15830698.57,9293983.04,9517706.14,1219827.42,714409.91,914111.68
CORP-0438,Healthcare,52640385.18,22919666.34,2544367.05,3191260.71,20248144.26,36590877.76,5367639.14,1888461.07,159730.68
CORP-0439,Healthcare,17272962.0,10148813.16,1579889.91,2778879.48,11163162.47,11278195.85,2875783.06,1243620.48,175397.06
CORP-0440,Technology,340235685.4,128691605.81,42405551.57,66222906.59,99308002.78,321283150.76,44224212.84,9712243.93,4105089.44
CORP-0441,Technology,12144677.68,6130914.47,1358229.44,8469975.5,3158512.02,7165017.99,946377.02,152181.57,304510.42
CORP-0442,Real Estate,54288376.99,31607514.13,11434212.78,17759452.54,20117670.41,51655338.04,6075851.16,2943612.8,582097.0
CORP-0443,Manufacturing,75058388.42,37456950.28,9641878.31,15481679.47,29079385.32,80620757.59,15092979.66,6028799.73,997623.92
CORP-0444,Manufacturing,60237105.9,33816019.29,3607327.43,28690958.32,18560421.97,56565086.86,7972214.97,4128421.64,1779741.24
CORP-0445,Healthcare,33089029.19,18140871.25,5714629.92,22573210.39,15544752.26,28349032.54,3331900.01,875155.89,1210211.43
CORP-0446,Real Estate,34976231.9,14271537.79,1899111.72,11482869.86,9278438.09,21070568.11,4552616.55,2057738.13,403540.73
CORP-0447,Real Estate,41608351.9,19973555.99,6727371.09,5129743.6,13985636.0,26239466.92,5798401.34,3402976.12,344056.36
CORP-0448,Healthcare,34380427.71,11925827.82,1794011.4,5118623.34,6582846.03,36096828.65,4330854.97,1914110.4,404773.02
CORP-0449,Manufacturing,104414500.43,48099350.38,9794659.06,59204786.59,55343310.98,99806667.73,5656343.52,2418981.41,3799155.56
CORP-0450,Technology,363221355.66,134074660.99,44027628.75,189422432.8,115589486.14,287742539.98,57656608.41,23111974.82,8957387.48
CORP-0451,Healthcare,22805407.0,11929988.33,4608189.52,5275536.01,14123314.56,16338206.14,1891449.76,459455.57,320057.71
CORP-0452,Manufacturing,10121748.87,4639987.08,981033.33,2989576.87,3323388.96,3996455.39,757453.3,405659.64,118113.07
CORP-0453,Manufacturing,36459694.63,15435875.61,5384343.15,15695805.17,7777940.72,21359165.27,1099886.14,372767.07,1190831.49
CORP-0454,Real Estate,525420439.74,199995578.46,31446840.7,265642945.67,154101035.94,621196083.25,120903311.01,54460694.01,16264697.29
CORP-0455,Technology,17828795.48,10690315.94,3657733.62,8151522.23,8250442.17,9697240.29,867334.78,211366.51,272893.78
CORP-0456,Manufacturing,205122271.46,65949508.92,19603373.99,106797595.77,35673648.44,171871123.43,32060531.02,9042802.09,5926186.26
CORP-0457,Technology,213191379.18,66743442.23,10533653.76,43500506.71,34628388.39,213508777.36,32178687.87,17489398.1,2912338.16
CORP-0458,Manufacturing,22894602.87,8360587.43,1594791.99,13899886.61,5708555.04,12569491.07,1285897.01,469699.31,764553.33
CORP-0459,Technology,70349278.05,41599057.33,5804369.16,49669973.31,23450807.27,58878272.15,7633461.08,4162736.61,2774642.4
CORP-0460,Technology,202935067.87,120497049.61,25893623.44,84015571.92,112696408.88,200415244.95,36939720.83,14486906.46,3497901.54
CORP-0461,Technology,27258399.2,13533204.25,2180126.02,9791854.01,6597734.0,21874861.66,3397050.57,733118.24,670723.54
CORP-0462,Energy,32489244.04,18324973.3,5372870.92,2658366.35,7766522.18,44629844.61,7998589.72,3912964.16,133643.95
CORP-0463,Healthcare,22260382.48,8106975.73,3229426.2,6064275.14,4745121.84,10379574.44,2582666.78,880717.18,181928.25
CORP-0464,Manufacturing,14436110.07,8540585.02,884828.09,8212415.76,12818555.5,14605672.37,1048510.83,492662.61,447011.15
CORP-0465,Real Estate,20805386.03,7132823.99,1870768.14,8595395.71,5586887.98,15925267.45,3676517.26,1479875.72,642224.29
CORP-0466,Manufacturing,11711241.3,3868662.83,1052663.08,6459464.15,2216833.44,11177021.68,1734872.68,426237.71,350077.5
CORP-0467,Retail,41205548.12,13748785.83,5145656.84,11400119.39,10326510.14,36601299.11,3845361.68,1601321.95,981205.71
CORP-0468,Real Estate,18439889.23,8702491.39,2191301.26,10980611.63,4332012.81,12048047.57,1005823.04,623230.4,729491.65
CORP-0469,Retail,50313596.76,26882168.35,7072978.76,13158645.6,15491697.69,42555203.83,5980877.74,2687200.27,856382.71
CORP-0470,Real Estate,8403042.11,3445248.55,832013.19,5017145.78,2829982.6,3600028.86,705902.68,278300.88,291365.85
CORP-0471,Technology,55443787.76,32898613.6,5943835.0,26520258.28,21745313.49,51044295.48,7331111.57,3720790.87,1564050.98
CORP-0472,Real Estate,91653797.08,39441015.68,4607055.34,28348082.35,34522682.61,78788508.77,17771358.49,7482929.88,1588871.62
CORP-0473,Technology,5423567.45,1871860.59,416671.12,211121.87,1311776.54,5031617.26,389654.56,164026.42,11710.08
CORP-0474,Real Estate,57890078.37,25459478.98,2947633.34,35799130.2,19918809.17,58562973.25,8749047.75,2544551.02,2433016.55
CORP-0475,Manufacturing,135932499.39,68470715.54,18154855.54,57339402.75,34758389.5,118740296.25,10375566.01,4392856.97,2635464.11
CORP-0476,Real Estate,11879906.26,6530001.16,1254988.47,3908173.36,2782981.48,9855782.69,1657561.24,834655.59,171418.71
CORP-0477,Technology,212100841.47,92821794.54,24141159.2,79295839.83,100074745.04,132305606.05,25712849.59,8135385.8,3421779.97
CORP-0478,Manufacturing,60552360.37,28948996.45,4061228.35,5513725.14,39617438.32,39816558.63,5134819.46,2785380.67,500011.16
CORP-0479,Real Estate,19677534.15,7481465.65,2841378.28,3594980.25,5336543.3,20412429.52,408248.59,159555.55,244297.4
CORP-0480,Manufacturing,37664588.82,18597830.76,6850629.49,23024085.58,20834784.0,40951467.55,6550081.06,2038536.2,1486604.95
CORP-0481,Energy,69603604.48,41469241.71,6510627.52,45505788.83,27309622.09,52368214.66,8998793.11,4497265.71,2008501.74
CORP-0482,Energy,42969683.56,13523250.01,2745669.87,6457950.55,7514693.29,34771091.54,5918552.23,2197680.22,447859.74
CORP-0483,Manufacturing,68254641.19,38629342.2,10972580.89,28582064.55,18415473.38,42254887.03,8949124.9,4259349.32,1664946.13
CORP-0484,Energy,15860247.94,7433456.35,956729.41,6095679.73,4703058.78,16408241.22,1582530.83,586840.63,385323.36
CORP-0485,Manufacturing,47174347.8,17720081.29,3656899.31,24525565.1,12454916.09,44017599.18,8099713.87,3191428.08,1112251.43
CORP-0486,Real Estate,9686904.73,5681049.11,996079.28,2633833.53,8016765.56,11510401.45,2412872.23,1084238.66,164361.83
CORP-0487,Technology,35632686.64,15856769.72,5940818.35,18571230.32,10497876.22,22246747.12,1358622.66,582971.0,996207.17
CORP-0488,Retail,16128401.73,6443410.61,2292263.88,8831407.94,4215471.23,11683388.74,1939239.14,388714.32,428463.11
CORP-0489,Real Estate,19086084.31,6765049.0,1853283.97,8315575.04,3853449.29,16152346.73,2015667.64,580261.58,590502.25
CORP-0490,Real Estate,137082456.53,51177769.8,13106826.49,78432182.58,42066060.82,127390440.01,18589305.54,9163430.83,2896844.26
CORP-0491,Manufacturing,118605108.93,65215578.07,24730904.02,25250218.96,49182965.98,89768230.42,15025749.7,5811754.75,1728924.0
CORP-0492,Energy,73231639.63,35467767.6,13468116.33,40885133.3,39027071.76,45799637.31,5754201.02,2000314.89,2872887.6
CORP-0493,Retail,13358817.82,7667609.9,2996494.57,1776448.23,13141105.25,13041966.77,1515666.9,400352.19,83147.27
CORP-0494,Technology,29022778.65,10726544.31,1476119.08,16128061.44,10151933.08,27404093.32,4157409.8,1214073.28,769229.07
CORP-0495,Manufacturing,133966148.11,45058384.87,6676181.18,73288679.18,51680183.63,82622976.12,7901871.66,1563149.33,4152141.89
CORP-0496,Manufacturing,45888124.39,13850240.93,4196913.99,19641911.86,8472728.15,49150245.08,4704108.2,1833999.73,1261610.67
CORP-0497,Manufacturing,404972426.48,183192764.45,48075340.01,121197193.69,141708201.75,418757583.33,77038273.21,26205049.5,6993947.68
CORP-0498,Technology,59015922.56,35379578.12,3733952.59,14774467.62,27539064.64,48797864.39,4516744.88,1370114.86,982552.87
CORP-0499,Real Estate,48256887.25,24538124.36,2910037.78,23471664.6,22181660.5,39373738.81,7217821.54,2837958.34,2029000.88
CORP-0500,Real Estate,29235185.82,11475347.71,4204844.12,2736753.67,22950695.42,26627745.04,4610049.91,2011812.24,143362.78
CORP-0501,Energy,45514472.25,25627268.37,9242762.35,9993066.98,12184173.58,28567585.7,1820031.27,1108981.08,342485.39
CORP-0502,Manufacturing,34192954.21,18276704.36,3786590.94,16944386.34,16616820.41,27559736.37,3200285.3,796268.29,1226584.7
CORP-0503,Retail,80850204.77,24628957.23,9046589.98,18784990.13,18448215.28,29876033.75,6265167.7,3232438.75,1601415.12
CORP-0504,Healthcare,103667821.03,56504990.14,15714180.28,31591296.57,61549384.83,101106306.23,10205844.8,5075470.27,2081598.72
CORP-0505,Energy,18146904.25,7080160.36,2419798.4,7897623.52,3748551.89,8850269.8,1122035.32,361397.17,344997.97
CORP-0506,Technology,10519771.52,3628290.65,828082.31,3826159.81,2329752.71,11578943.84,2004350.43,842475.78,222459.11
CORP-0507,Real Estate,6348915.87,2335761.4,313037.57,909755.71,1997309.54,4659951.75,881520.86,312267.02,39321.6
CORP-0508,Healthcare,66186781.58,29160171.22,6710283.75,19517592.39,21710962.82,50147514.0,6891424.61,2884535.73,1359260.42
CORP-0509,Real Estate,13211964.7,5647591.43,1339551.87,5233156.31,2601052.06,8910852.12,1070411.57,589703.76,207916.67
CORP-0510,Healthcare,4625566.5,1788550.17,474472.42,2660827.66,1216028.9,3433984.6,759317.5,349711.74,147670.8
CORP-0511,Energy,58736893.96,20655738.99,2719840.59,41927254.35,14471830.51,63653540.21,15082387.01,6800057.64,1883998.35
CORP-0512,Manufacturing,481780665.41,254702616.73,101224056.3,228267801.03,226715212.01,145708910.34,28987753.55,10347731.37,14130317.94
CORP-0513,Real Estate,39583744.06,23632798.9,4094170.81,1771380.48,31842943.31,41776409.45,6444675.7,1621443.89,96548.87
CORP-0514,Real Estate,92109696.17,49125552.7,7838754.24,69481213.91,34210363.45,79914804.97,8757600.87,3320472.21,4353097.52
CORP-0515,Technology,43220667.73,16803378.32,4335958.46,20574925.76,10307593.98,24142877.87,2618965.79,1363592.86,1241393.46
CORP-0516,Technology,36074988.61,13471940.73,3518365.1,11344205.67,6944894.37,21101614.42,3716536.72,919037.15,512759.4
CORP-0517,Manufacturing,99839702.52,36471419.65,8459407.97,33127303.81,60724834.29,113345878.24,19373067.43,5705195.22,2299139.43
CORP-0518,Healthcare,29791255.11,10159071.88,3368419.53,13888316.7,9675661.62,18199436.76,4005330.76,1652706.71,823139.91
CORP-0519,Real Estate,52033188.54,24216202.49,6175042.53,9563732.99,19102417.3,29624049.92,5407055.79,1630413.98,432013.57
CORP-0520,Technology,54937009.56,26458768.68,7485414.17,9363353.9,17655567.48,56445739.63,4224736.98,1355074.48,876540.06
CORP-0521,Manufacturing,20417635.0,10446699.25,3312898.17,7393964.41,7244658.03,17716597.81,3589336.32,1283690.75,496478.48
CORP-0522,Manufacturing,107396950.9,54134937.87,5819913.48,80197234.43,37300367.29,65771491.3,6583526.9,1734352.87,4627467.98
CORP-0523,Real Estate,33432540.27,12961795.64,3515151.55,15503414.08,7793107.39,28194496.86,3687880.69,1115907.76,1259312.37
CORP-0524,Healthcare,18704128.64,7464692.45,2726541.18,3095477.54,6555550.63,11126140.88,1808109.27,850431.16,271248.13
CORP-0525,Healthcare,68101503.15,34354100.23,3614622.41,1636664.94,18335323.91,69474720.91,17353630.23,4672690.91,94631.57
CORP-0526,Manufacturing,16216373.8,6564944.21,1454493.79,2629644.12,3923161.73,16415416.7,5014842.96,1204629.4,171481.62
CORP-0527,Manufacturing,40963056.49,14901825.67,5630926.56,16708407.0,10860857.85,37128965.19,6695694.75,2256432.4,754885.12
CORP-0528,Retail,39463273.14,16270740.9,3350899.22,10267613.08,7601859.78,34425084.36,4848434.7,2294257.73,593387.01
CORP-0529,Technology,117964650.54,45018288.93,10697184.92,66274796.95,21209366.47,135923308.77,24021085.13,9135406.5,3778595.36
CORP-0530,Real Estate,64019496.83,20901969.84,8245041.56,11974311.68,11158678.69,51211581.23,9954649.08,3519385.47,751656.35
CORP-0531,Healthcare,38840459.86,21325030.97,3407679.34,13035851.13,42650061.95,21891460.98,2932725.01,1186099.22,847218.31
CORP-0532,Real Estate,90220415.85,50156544.04,5997546.83,58878963.79,23530240.59,80286677.34,19249579.35,4339418.36,4027169.61
CORP-0533,Real Estate,159923726.32,58520103.95,20940060.2,29865563.23,32190986.42,194660664.54,31438386.02,14130629.14,1898393.77
CORP-0534,Manufacturing,69567656.12,22222111.87,8011951.38,17821873.34,9651031.25,41535237.0,7263979.41,3184118.18,745646.87
CORP-0535,Healthcare,40239216.78,20990716.26,5071847.19,12140471.34,10521736.98,29282377.7,5367348.93,1927249.43,557526.79
CORP-0536,Real Estate,10725812.39,3898388.63,991212.68,3975354.98,1829081.23,9473994.33,1620804.61,811362.55,205938.83
CORP-0537,Healthcare,13727152.13,5738370.29,2012686.96,4871457.71,3099372.53,10833729.69,2079502.18,597337.81,271663.62
CORP-0538,Retail,29349183.83,9369450.34,3012914.0,2353058.02,4594044.97,17713385.39,2110325.63,1082155.78,178271.47
CORP-0539,Manufacturing,21649389.16,7964396.24,1429965.14,3629904.13,3466323.41,22177018.79,2707479.39,1124820.6,154473.89
CORP-0540,Technology,33033365.92,17767679.1,1866814.62,8971296.95,11198433.07,41754443.56,3966350.14,1453051.52,490180.67
CORP-0541,Real Estate,42145982.56,22814418.35,5564665.89,11257008.28,26190121.15,35370016.66,6082760.79,2421015.66,836341.03
CORP-0542,Energy,67638827.97,24493740.84,8760766.86,39222462.37,17787554.57,41881038.47,7913289.25,3080433.99,2176918.75
CORP-0543,Retail,37113866.65,14874278.49,5484896.19,24792809.86,8982170.26,18193510.45,3145451.34,1642014.58,1658793.56
CORP-0544,Energy,64779622.47,22042660.97,8527597.06,37344168.19,14407391.39,55166015.31,12893656.06,3769229.39,2162483.87
CORP-0545,Energy,42477046.89,13688304.36,4980749.22,6919367.92,13669505.87,43359527.45,6491797.08,2101706.82,441813.74
CORP-0546,Manufacturing,5523561.63,3301164.97,904562.34,3697019.48,3894844.66,4943772.97,906871.29,456727.85,209151.16
CORP-0547,Technology,15567011.82,7731795.18,1804459.35,6637281.17,6424238.28,12446125.33,1187546.5,404296.06,464649.39
CORP-0548,Energy,34480773.76,15951804.25,5303256.35,10744564.63,8749844.12,23520910.5,3072889.7,1505879.76,395659.5
CORP-0549,Manufacturing,11879268.04,6291848.97,2025638.69,3797587.38,2950960.56,6908593.52,1276548.41,727560.59,207159.61
CORP-0550,Healthcare,72560316.81,40054974.5,10472093.86,38825034.48,21458477.52,70162217.59,13503076.99,4858683.88,2502218.73
CORP-0551,Manufacturing,184056039.62,99761029.48,12589663.52,111284496.66,51878595.1,180881868.84,24473615.78,11456986.29,7567949.91
CORP-0552,Real Estate,134727105.76,41086625.37,15523529.74,67512377.0,27994385.53,66131344.52,9682953.94,2756066.65,5562634.32
CORP-0553,Manufacturing,32170393.44,11454023.11,2710946.91,1250342.62,14261072.56,35965463.84,2665267.91,1267263.81,67686.84
CORP-0554,Manufacturing,176834732.0,87793420.68,18348836.74,116579724.14,66615552.6,161770931.7,21377792.43,8977441.43,9581947.08
CORP-0555,Real Estate,46208182.8,19071401.83,5509160.01,4138087.86,13656627.68,49901091.28,9706718.27,4341852.24,207378.79
CORP-0556,Manufacturing,28428821.47,16907893.6,5108743.53,12454913.45,12994287.13,15112035.14,2701431.19,906175.62,995517.45
CORP-0557,Technology,21565326.68,10774499.52,1758467.01,11317084.32,7079739.57,11361372.52,1988618.37,465121.25,817795.23
CORP-0558,Technology,29430152.84,17274460.03,6064745.99,15136909.9,10303465.78,22667284.36,3456504.37,1556551.04,700810.49
CORP-0559,Healthcare,27012848.51,9736347.54,1820513.25,3260520.61,5288027.05,24326606.72,3657582.14,708326.2,210647.85
CORP-0560,Energy,47224161.81,26407142.49,4119650.96,26928190.76,19015015.97,54745656.28,6404362.74,2358502.33,1594996.12
CORP-0561,Healthcare,46761650.02,18536584.23,4113637.95,17897042.65,25100445.04,44012803.03,8139790.34,4022018.44,1241764.27
CORP-0562,Retail,39946276.43,23842711.74,7609831.2,11936818.95,18244428.66,30018178.47,5134568.82,2152358.74,676231.85
CORP-0563,Technology,61647187.73,21410475.27,8342323.06,13355612.39,14109191.94,36663195.14,6401428.42,3807788.97,739784.82
CORP-0564,Technology,130991929.81,59588483.74,20426001.41,63449482.31,29957161.36,137017573.59,16948835.15,8516974.66,5109994.08
CORP-0565,Manufacturing,102929426.88,55360938.11,21153664.31,57353549.81,43492768.0,62484226.19,2645135.62,885089.26,3356283.08
CORP-0566,Manufacturing,9021327.3,3877301.01,551281.41,1465291.9,2274053.57,10155251.4,2080380.79,837834.54,106081.76
CORP-0567,Manufacturing,3097416.28,1364180.24,165547.42,1269429.41,844152.58,2301761.5,290155.74,114687.81,71874.75
CORP-0568,Manufacturing,101373260.51,60409009.05,16148018.51,55728836.39,39806663.7,113347106.56,12112409.16,2928566.43,4736948.24
CORP-0569,Real Estate,10151391.03,4340658.11,812090.45,1161606.62,2318463.42,9499532.23,1754316.1,536750.74,57877.03
CORP-0570,Retail,31808197.52,15306792.66,5333139.0,16817216.84,12387508.73,24575042.1,3204569.96,1102128.23,854110.24
CORP-0571,Manufacturing,12358899.56,3909884.93,1179207.07,7280362.26,3078830.35,8603286.13,1746439.72,342962.25,603307.3
CORP-0572,Healthcare,6569968.28,3630978.54,1420505.79,1842457.55,2428358.88,4808023.84,869532.54,351942.73,98250.53
CORP-0573,Manufacturing,68439638.72,33840007.75,5970653.36,48245363.45,27203860.09,60614478.91,11163881.75,4187491.84,4053387.98
CORP-0574,Energy,85084476.35,35838094.57,8806682.57,48217995.11,21041563.6,69380545.09,5668544.17,1319130.37,3538121.18
CORP-0575,Real Estate,22375778.15,6821275.26,1707857.31,5445883.72,5615498.2,15243224.06,3210180.29,1413831.74,314119.96
CORP-0576,Real Estate,2984544.53,1425121.94,244769.02,555855.63,896009.13,2288768.76,373212.42,176002.23,18232.4
CORP-0577,Technology,23063354.99,7006586.09,1941020.67,3796339.52,4799258.74,18813133.98,2474607.08,1046024.95,226680.29
CORP-0578,Real Estate,58926649.84,17699272.43,4123679.07,34138811.19,11159900.96,22053486.16,3466133.7,1274127.12,2100371.61
CORP-0579,Manufacturing,9075494.54,4400068.1,1029688.39,5663711.17,3343254.0,8092016.08,495136.21,227338.93,438984.43
CORP-0580,Retail,47839390.15,17064555.41,3563437.43,15737255.28,12507327.14,28897658.94,4925104.32,2305057.35,1319202.3
CORP-0581,Manufacturing,39219716.52,14023647.55,1473588.14,8524709.37,9115713.57,22329099.24,2200117.96,947679.59,423892.81
CORP-0582,Real Estate,71078218.64,35253479.35,9047050.03,28334841.65,22300616.61,32875888.83,2707871.43,859854.18,2040610.88
CORP-0583,Manufacturing,44883480.54,14188079.17,2845764.77,24721274.65,9469329.93,19803556.63,1463127.18,625721.08,1767102.23
CORP-0584,Retail,15050639.79,5930278.2,595375.98,7162631.48,2717637.17,7960441.41,1636940.74,850469.39,545084.78
CORP-0585,Energy,131770390.72,45438327.25,8741566.81,108290493.24,41168897.2,86730718.85,10280784.5,3498932.32,7307480.24
CORP-0586,Retail,33986380.44,16111342.58,2957857.22,17844321.1,10927993.36,40465945.98,9173079.03,5593687.95,550720.98
CORP-0587,Technology,38752098.24,19319065.96,4212221.84,4047836.02,22191834.66,26925890.42,3317536.99,1152634.79,233433.29
CORP-0588,Technology,15661750.77,8086800.23,1128558.23,6366431.83,4904561.13,13086176.19,845787.08,341055.77,271619.91
CORP-0589,Technology,25564564.44,9626831.8,2428899.22,13349774.85,9134471.15,22499277.99,2118842.01,705047.73,760415.37
CORP-0590,Technology,16439495.93,5372015.06,1653141.51,4584069.25,3868444.08,13582525.86,2876651.04,1214887.65,342430.26
CORP-0591,Technology,33499931.1,10840748.46,3133579.82,13022015.33,8023205.22,26281074.76,3737302.63,843800.08,840926.1
CORP-0592,Energy,220566210.06,94368252.6,32191510.24,13758811.06,58528157.69,123724684.98,15166869.09,5238573.19,1062474.14
CORP-0593,Technology,10100534.05,5896220.32,1389164.17,2919906.38,4610443.17,11011455.87,1739820.06,505918.59,190162.72
CORP-0594,Retail,7932181.12,2897774.18,741040.6,1786577.79,2296398.56,9212747.11,1613051.94,667051.55,72401.26
CORP-0595,Real Estate,173410179.78,65379536.11,22433064.5,42462259.48,31518195.96,80370114.49,16545790.71,8263708.1,1273867.78
CORP-0596,Manufacturing,32303182.83,10668663.67,2435766.35,11892847.52,6610786.38,19226669.7,4276491.27,1986860.49,740117.25
CORP-0597,Energy,20397588.91,9824928.73,3050441.95,9894700.39,7702324.71,15176579.86,2003484.1,326235.46,561930.95
CORP-0598,Technology,112662218.97,56777461.67,13080431.97,8400640.8,40564992.02,68396381.52,5724614.06,3458851.69,380933.89
CORP-0599,Technology,21733914.1,10712197.73,2413681.59,16290775.99,4963620.48,19586453.66,2533052.24,1088016.85,561878.5
CORP-0600,Technology,247274524.73,138063028.89,45293190.22,132688958.41,98200217.16,161802987.24,26376156.26,8502356.24,6498952.83
CORP-0601,Technology,78446378.38,34981417.04,5332954.62,52916426.85,28572834.54,96725264.2,9847797.79,4093855.51,3020608.69
CORP-0602,Retail,24448724.18,8320808.19,1677273.5,5512909.36,6786947.58,25380458.19,2592422.29,1082644.76,385838.42
CORP-0603,Technology,344397893.22,133220523.16,22281356.71,201496203.2,104050130.67,290160324.24,48511728.8,16169693.11,12659898.89
CORP-0604,Technology,21731754.22,10838255.88,2251463.22,10517017.8,8586791.36,21849045.99,3224206.52,1353495.03,884702.15
CORP-0605,Technology,83645264.42,40479004.21,6845503.44,26077566.72,40964811.62,85416878.22,12952602.58,4394206.32,1159563.5
CORP-0606,Manufacturing,53719820.08,24673563.8,6756156.92,13162517.33,23491473.75,36916824.55,4137461.72,1487681.46,963705.33
CORP-0607,Retail,146383623.13,73907528.76,25088002.34,25976728.23,63262269.61,93210731.0,12907818.7,4277290.81,1577033.69
CORP-0608,Manufacturing,189805647.12,93235808.99,31325732.43,89431106.38,53687829.01,154810916.63,16067568.48,4125072.99,6297741.81
CORP-0609,Manufacturing,41119957.64,23207999.93,4858601.5,11556523.63,17222940.52,39982054.3,7776906.21,3224178.14,617722.5
CORP-0610,Energy,18747709.25,8920252.17,3538022.87,14982143.35,6294566.24,15519580.19,3131268.78,1435780.5,1139769.64
CORP-0611,Technology,63083647.57,33660198.39,9362796.56,24855951.73,16762753.07,30570380.0,1763623.77,796255.61,1601428.49
CORP-0612,Healthcare,20222059.69,7575429.19,1665231.53,962708.45,3753923.91,12930694.99,1338643.18,645216.01,47950.9
CORP-0613,Energy,298233485.93,150147072.67,52650840.33,96096349.23,108241408.79,234174551.75,17603729.39,7612451.48,5748448.97
CORP-0614,Technology,45650966.24,26051099.85,8309316.22,12604520.89,20880057.62,35829931.4,4209974.06,1459713.57,710978.95
CORP-0615,Real Estate,27637343.7,11489388.19,3731553.38,8205328.19,9954176.67,33013040.18,4814228.97,2329925.0,552527.73
CORP-0616,Real Estate,47902598.33,25567113.98,4061126.53,34828445.85,14386903.2,25043593.93,1941322.78,512991.14,1473359.89
CORP-0617,Technology,10353898.88,5357488.21,1288461.41,5088385.59,3777888.43,9330083.08,969461.03,300467.83,303062.84
CORP-0618,Retail,15072552.94,4790929.41,1717780.26,6240843.91,3560964.86,16546989.58,1651424.83,501339.54,411456.4
CORP-0619,Healthcare,132277680.08,62759475.07,15765895.74,51478105.72,53433502.98,165914564.61,26606618.13,13516311.16,3114186.0
CORP-0620,Healthcare,20647518.92,7000681.79,2135458.73,5153763.07,5872397.82,14848054.45,2278689.59,1126308.07,413353.02
CORP-0621,Technology,13979311.12,8250530.03,2280282.48,7408258.27,5067820.68,12557417.94,1430454.69,641888.68,530507.91
CORP-0622,Retail,68111236.16,37013161.26,13054802.41,17027494.97,38008033.17,62250405.38,9887919.36,5015083.35,1019739.01
CORP-0623,Manufacturing,130346149.04,43394467.2,8043956.53,74277724.3,22863892.55,109372977.41,13416345.18,4186861.94,4698091.05
CORP-0624,Manufacturing,81731767.12,27504831.91,7498988.43,14229405.05,21380210.89,63769655.1,8699280.63,3782964.93,916871.48
CORP-0625,Energy,107827974.43,51578665.82,7064750.51,46129760.85,35814896.09,95664448.17,22354160.76,8661847.38,3046847.37
CORP-0626,Manufacturing,18684500.94,7538574.91,2314819.18,3331915.4,7810304.65,5484849.88,1190338.86,576943.21,108670.85
CORP-0627,Manufacturing,9608794.52,2983259.33,953420.9,5044605.49,1995419.61,8997808.73,765002.14,297186.18,279860.11
CORP-0628,Healthcare,178720493.03,82656879.11,9327927.69,117071406.87,60392045.63,147486509.85,28241693.4,10209533.46,4417503.86
CORP-0629,Technology,28841335.06,12008191.66,3635327.39,10397169.26,8113819.76,21789773.44,4152473.37,1885600.17,823187.71
CORP-0630,Retail,30989747.55,10236624.76,2297170.73,13696180.56,4900993.6,37478146.58,3469982.99,1692022.41,809269.74
CORP-0631,Healthcare,150307558.35,81252676.35,11150228.63,97327717.54,51717746.25,99956509.79,19085584.25,6358657.85,5557401.55
CORP-0632,Real Estate,69457805.38,39905108.78,9017447.79,36841542.87,33756773.98,49966889.59,11337317.16,4465683.44,2706083.53
CORP-0633,Manufacturing,62826516.03,33108203.09,5240031.29,13601818.83,27238967.34,75285683.92,7067274.91,2078880.87,902274.91
CORP-0634,Manufacturing,347057956.26,189745848.71,42629793.7,106792257.29,109171530.5,219891665.82,22896188.69,3438867.83,4599594.03
CORP-0635,Technology,20925556.51,7636722.63,1644199.43,13693037.51,3781534.25,14438151.52,2900380.25,1218293.02,807018.6
CORP-0636,Manufacturing,100718507.38,38179554.47,12275394.57,31403937.11,23673320.17,77613169.66,12695556.03,5851261.62,1726352.79
CORP-0637,Manufacturing,42161292.76,15285925.03,5078972.8,19272910.14,8609435.84,40818324.73,7248265.59,3089259.22,652041.22
CORP-0638,Retail,52095664.01,27585645.44,7782147.71,15394744.81,15818408.81,43841653.13,7322847.68,1501504.72,764285.29
CORP-0639,Retail,183636428.07,107312560.36,11461630.97,66436096.56,51901346.06,99434522.14,16857611.43,6151596.24,3803260.26
